CPU Load: 57.07% | Memory Usage: 29.91% | CPU Temperature: 61.25 °C
Uptime: up 15 minutes | CPU Load: 27.84% | Memory Usage: 30.38% | CPU Temperature: 56.11 °C
Uptime: up 15 minutes | CPU Load: 40.30% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
Uptime: up 15 minutes | CPU Load: 44.11% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
Uptime: up 15 minutes | CPU Load: 50.76% | Memory Usage: 30.95% | CPU Temperature: 54.44 °C
Uptime: up 15 minutes | CPU Load: 45.81% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
Uptime: up 15 minutes | CPU Load: 48.48% | Memory Usage: 31.05% | CPU Temperature: 56.66 °C
Uptime: up 15 minutes | CPU Load: 38.11% | Memory Usage: 30.95% | CPU Temperature: 54.44 °C
Uptime: up 15 minutes | CPU Load: 45.71% | Memory Usage: 31.00% | CPU Temperature: 55.55 °C
Uptime: up 15 minutes | CPU Load: 51.26% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
Uptime: up 15 minutes | CPU Load: 46.81% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
Uptime: up 15 minutes | CPU Load: 42.66% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
Uptime: up 15 minutes | CPU Load: 51.85% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
Uptime: up 15 minutes | CPU Load: 43.12% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
Uptime: up 15 minutes | CPU Load: 42.91% | Memory Usage: 30.95% | CPU Temperature: 54.44 °C
Uptime: up 15 minutes | CPU Load: 30.86% | Memory Usage: 30.95% | CPU Temperature: 55.00 °C
Uptime: up 15 minutes | CPU Load: 31.72% | Memory Usage: 30.90% | CPU Temperature: 55.55 °C
Uptime: up 15 minutes | CPU Load: 23.28% | Memory Usage: 30.95% | CPU Temperature: 53.88 °C
Uptime: up 15 minutes | CPU Load: 31.06% | Memory Usage: 30.79% | CPU Temperature: 55.55 °C
Uptime: up 16 minutes | CPU Load: 45.12% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
Uptime: up 16 minutes | CPU Load: 54.48% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 16 minutes | CPU Load: 48.48% | Memory Usage: 30.95% | CPU Temperature: 55.55 °C
Uptime: up 16 minutes | CPU Load: 45.38% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
Uptime: up 16 minutes | CPU Load: 45.47% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
Uptime: up 16 minutes | CPU Load: 37.48% | Memory Usage: 30.95% | CPU Temperature: 54.44 °C
Uptime: up 16 minutes | CPU Load: 45.12% | Memory Usage: 31.00% | CPU Temperature: 56.11 °C
Uptime: up 16 minutes | CPU Load: 51.09% | Memory Usage: 31.00% | CPU Temperature: 57.77 °C
Uptime: up 16 minutes | CPU Load: 46.53% | Memory Usage: 31.00% | CPU Temperature: 57.77 °C
Uptime: up 16 minutes | CPU Load: 46.89% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
Uptime: up 16 minutes | CPU Load: 50.59% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
Uptime: up 16 minutes | CPU Load: 44.35% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
Uptime: up 16 minutes | CPU Load: 40.92% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
Uptime: up 16 minutes | CPU Load: 32.15% | Memory Usage: 30.95% | CPU Temperature: 55.55 °C
Uptime: up 16 minutes | CPU Load: 33.33% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
Uptime: up 16 minutes | CPU Load: 29.78% | Memory Usage: 30.95% | CPU Temperature: 55.00 °C
Uptime: up 16 minutes | CPU Load: 24.71% | Memory Usage: 29.65% | CPU Temperature: 55.00 °C
Uptime: up 16 minutes | CPU Load: 41.79% | Memory Usage: 30.95% | CPU Temperature: 55.55 °C
Uptime: up 16 minutes | CPU Load: 38.81% | Memory Usage: 30.90% | CPU Temperature: 56.11 °C
Uptime: up 16 minutes | CPU Load: 48.05% | Memory Usage: 30.95% | CPU Temperature: 55.00 °C
Uptime: up 16 minutes | CPU Load: 45.78% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
Uptime: up 16 minutes | CPU Load: 44.69% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
Uptime: up 16 minutes | CPU Load: 39.90% | Memory Usage: 30.90% | CPU Temperature: 55.00 °C
Uptime: up 16 minutes | CPU Load: 45.81% | Memory Usage: 30.95% | CPU Temperature: 55.55 °C
Uptime: up 16 minutes | CPU Load: 45.38% | Memory Usage: 30.95% | CPU Temperature: 58.33 °C
Uptime: up 16 minutes | CPU Load: 42.30% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
Uptime: up 16 minutes | CPU Load: 45.79% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
Uptime: up 17 minutes | CPU Load: 53.04% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
Uptime: up 17 minutes | CPU Load: 45.47% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
Uptime: up 17 minutes | CPU Load: 45.42% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
Uptime: up 17 minutes | CPU Load: 27.92% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
Uptime: up 17 minutes | CPU Load: 37.88% | Memory Usage: 30.95% | CPU Temperature: 55.00 °C
Uptime: up 17 minutes | CPU Load: 23.87% | Memory Usage: 30.95% | CPU Temperature: 55.55 °C
Uptime: up 17 minutes | CPU Load: 19.30% | Memory Usage: 28.10% | CPU Temperature: 55.00 °C
Uptime: up 17 minutes | CPU Load: 44.18% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 17 minutes | CPU Load: 38.09% | Memory Usage: 31.10% | CPU Temperature: 56.11 °C
Uptime: up 17 minutes | CPU Load: 52.59% | Memory Usage: 31.10% | CPU Temperature: 56.11 °C
Uptime: up 17 minutes | CPU Load: 44.95% | Memory Usage: 31.16% | CPU Temperature: 55.55 °C
Uptime: up 17 minutes | CPU Load: 44.95% | Memory Usage: 31.16% | CPU Temperature: 55.55 °C
Uptime: up 17 minutes | CPU Load: 40.10% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 17 minutes | CPU Load: 44.69% | Memory Usage: 31.10% | CPU Temperature: 55.55 °C
Uptime: up 17 minutes | CPU Load: 47.47% | Memory Usage: 31.10% | CPU Temperature: 59.44 °C
Uptime: up 17 minutes | CPU Load: 43.17% | Memory Usage: 31.10% | CPU Temperature: 57.77 °C
Uptime: up 17 minutes | CPU Load: 47.73% | Memory Usage: 31.10% | CPU Temperature: 56.66 °C
Uptime: up 17 minutes | CPU Load: 56.01% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 17 minutes | CPU Load: 44.33% | Memory Usage: 31.05% | CPU Temperature: 56.66 °C
Uptime: up 17 minutes | CPU Load: 40.47% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 17 minutes | CPU Load: 28.79% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 17 minutes | CPU Load: 38.82% | Memory Usage: 31.16% | CPU Temperature: 55.55 °C
Uptime: up 17 minutes | CPU Load: 24.37% | Memory Usage: 31.10% | CPU Temperature: 53.33 °C
Uptime: up 17 minutes | CPU Load: 17.09% | Memory Usage: 28.25% | CPU Temperature: 53.88 °C
Uptime: up 17 minutes | CPU Load: 41.39% | Memory Usage: 31.31% | CPU Temperature: 55.55 °C
Uptime: up 17 minutes | CPU Load: 39.90% | Memory Usage: 31.31% | CPU Temperature: 57.77 °C
Uptime: up 17 minutes | CPU Load: 50.68% | Memory Usage: 31.31% | CPU Temperature: 56.11 °C
Uptime: up 17 minutes | CPU Load: 45.87% | Memory Usage: 31.31% | CPU Temperature: 57.22 °C
Uptime: up 18 minutes | CPU Load: 41.65% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 18 minutes | CPU Load: 40.10% | Memory Usage: 31.42% | CPU Temperature: 56.66 °C
Uptime: up 18 minutes | CPU Load: 45.59% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
Uptime: up 18 minutes | CPU Load: 44.87% | Memory Usage: 31.31% | CPU Temperature: 58.88 °C
Uptime: up 18 minutes | CPU Load: 42.09% | Memory Usage: 31.31% | CPU Temperature: 57.22 °C
Uptime: up 18 minutes | CPU Load: 47.22% | Memory Usage: 31.31% | CPU Temperature: 55.00 °C
Uptime: up 18 minutes | CPU Load: 54.05% | Memory Usage: 31.31% | CPU Temperature: 55.55 °C
Uptime: up 18 minutes | CPU Load: 41.51% | Memory Usage: 31.31% | CPU Temperature: 56.66 °C
Uptime: up 18 minutes | CPU Load: 42.40% | Memory Usage: 31.31% | CPU Temperature: 56.11 °C
Uptime: up 18 minutes | CPU Load: 30.64% | Memory Usage: 31.31% | CPU Temperature: 55.55 °C
Uptime: up 18 minutes | CPU Load: 35.92% | Memory Usage: 31.36% | CPU Temperature: 55.00 °C
Uptime: up 18 minutes | CPU Load: 24.28% | Memory Usage: 31.31% | CPU Temperature: 54.44 °C
Uptime: up 18 minutes | CPU Load: 25.84% | Memory Usage: 30.74% | CPU Temperature: 55.55 °C
Uptime: up 18 minutes | CPU Load: 45.36% | Memory Usage: 31.10% | CPU Temperature: 55.00 °C
Uptime: up 18 minutes | CPU Load: 41.26% | Memory Usage: 31.10% | CPU Temperature: 56.11 °C
Uptime: up 18 minutes | CPU Load: 63.36% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 18 minutes | CPU Load: 48.81% | Memory Usage: 31.10% | CPU Temperature: 56.11 °C
Uptime: up 18 minutes | CPU Load: 43.62% | Memory Usage: 31.16% | CPU Temperature: 57.77 °C
Uptime: up 18 minutes | CPU Load: 38.66% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 18 minutes | CPU Load: 46.05% | Memory Usage: 31.16% | CPU Temperature: 55.55 °C
Uptime: up 18 minutes | CPU Load: 50.00% | Memory Usage: 31.16% | CPU Temperature: 55.00 °C
Uptime: up 18 minutes | CPU Load: 43.58% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 18 minutes | CPU Load: 47.39% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 18 minutes | CPU Load: 54.18% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 18 minutes | CPU Load: 46.22% | Memory Usage: 31.05% | CPU Temperature: 57.77 °C
Uptime: up 18 minutes | CPU Load: 40.88% | Memory Usage: 31.16% | CPU Temperature: 57.77 °C
Uptime: up 18 minutes | CPU Load: 32.10% | Memory Usage: 31.10% | CPU Temperature: 55.55 °C
Uptime: up 18 minutes | CPU Load: 37.98% | Memory Usage: 31.16% | CPU Temperature: 55.55 °C
Uptime: up 19 minutes | CPU Load: 22.82% | Memory Usage: 31.16% | CPU Temperature: 53.88 °C
Uptime: up 19 minutes | CPU Load: 23.90% | Memory Usage: 28.15% | CPU Temperature: 55.55 °C
Uptime: up 19 minutes | CPU Load: 43.90% | Memory Usage: 31.16% | CPU Temperature: 54.44 °C
Uptime: up 19 minutes | CPU Load: 40.51% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 19 minutes | CPU Load: 48.14% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 19 minutes | CPU Load: 44.31% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 19 minutes | CPU Load: 45.93% | Memory Usage: 31.10% | CPU Temperature: 56.11 °C
Uptime: up 19 minutes | CPU Load: 40.37% | Memory Usage: 31.21% | CPU Temperature: 56.66 °C
Uptime: up 19 minutes | CPU Load: 45.19% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 19 minutes | CPU Load: 44.63% | Memory Usage: 31.21% | CPU Temperature: 58.88 °C
Uptime: up 19 minutes | CPU Load: 47.13% | Memory Usage: 31.16% | CPU Temperature: 57.77 °C
Uptime: up 19 minutes | CPU Load: 44.75% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 19 minutes | CPU Load: 51.43% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 19 minutes | CPU Load: 46.81% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 19 minutes | CPU Load: 40.44% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 19 minutes | CPU Load: 32.66% | Memory Usage: 31.16% | CPU Temperature: 54.44 °C
Uptime: up 19 minutes | CPU Load: 31.70% | Memory Usage: 31.10% | CPU Temperature: 55.00 °C
Uptime: up 19 minutes | CPU Load: 22.22% | Memory Usage: 31.10% | CPU Temperature: 54.44 °C
Uptime: up 19 minutes | CPU Load: 16.72% | Memory Usage: 27.84% | CPU Temperature: 53.88 °C
Uptime: up 19 minutes | CPU Load: 44.24% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 19 minutes | CPU Load: 40.94% | Memory Usage: 31.10% | CPU Temperature: 57.77 °C
Uptime: up 19 minutes | CPU Load: 51.01% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 19 minutes | CPU Load: 45.36% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
Uptime: up 19 minutes | CPU Load: 45.62% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 19 minutes | CPU Load: 39.93% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 19 minutes | CPU Load: 44.50% | Memory Usage: 31.16% | CPU Temperature: 55.55 °C
Uptime: up 19 minutes | CPU Load: 44.76% | Memory Usage: 31.10% | CPU Temperature: 57.22 °C
Uptime: up 20 minutes | CPU Load: 45.21% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 20 minutes | CPU Load: 43.82% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 20 minutes | CPU Load: 54.56% | Memory Usage: 31.16% | CPU Temperature: 58.88 °C
Uptime: up 20 minutes | CPU Load: 44.26% | Memory Usage: 31.10% | CPU Temperature: 56.11 °C
Uptime: up 20 minutes | CPU Load: 44.61% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 20 minutes | CPU Load: 37.33% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 20 minutes | CPU Load: 38.05% | Memory Usage: 31.16% | CPU Temperature: 55.00 °C
Uptime: up 20 minutes | CPU Load: 27.53% | Memory Usage: 31.16% | CPU Temperature: 55.00 °C
Uptime: up 20 minutes | CPU Load: 16.69% | Memory Usage: 27.89% | CPU Temperature: 53.88 °C
Uptime: up 20 minutes | CPU Load: 40.24% | Memory Usage: 31.16% | CPU Temperature: 55.00 °C
Uptime: up 20 minutes | CPU Load: 39.46% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 20 minutes | CPU Load: 49.16% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 20 minutes | CPU Load: 43.41% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 20 minutes | CPU Load: 41.46% | Memory Usage: 31.16% | CPU Temperature: 55.55 °C
Uptime: up 20 minutes | CPU Load: 39.29% | Memory Usage: 31.16% | CPU Temperature: 55.55 °C
Uptime: up 20 minutes | CPU Load: 52.61% | Memory Usage: 31.36% | CPU Temperature: 57.22 °C
Uptime: up 20 minutes | CPU Load: 45.03% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 20 minutes | CPU Load: 45.38% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 20 minutes | CPU Load: 44.63% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 20 minutes | CPU Load: 53.03% | Memory Usage: 31.10% | CPU Temperature: 58.88 °C
Uptime: up 20 minutes | CPU Load: 43.15% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 20 minutes | CPU Load: 45.35% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 20 minutes | CPU Load: 33.84% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 20 minutes | CPU Load: 39.86% | Memory Usage: 31.16% | CPU Temperature: 54.44 °C
Uptime: up 20 minutes | CPU Load: 27.49% | Memory Usage: 31.16% | CPU Temperature: 53.88 °C
Uptime: up 20 minutes | CPU Load: 11.86% | Memory Usage: 27.84% | CPU Temperature: 52.22 °C
Uptime: up 20 minutes | CPU Load: 40.95% | Memory Usage: 31.16% | CPU Temperature: 55.00 °C
Uptime: up 20 minutes | CPU Load: 35.47% | Memory Usage: 31.16% | CPU Temperature: 55.00 °C
Uptime: up 21 minutes | CPU Load: 47.47% | Memory Usage: 31.21% | CPU Temperature: 56.66 °C
Uptime: up 21 minutes | CPU Load: 53.46% | Memory Usage: 31.36% | CPU Temperature: 56.66 °C
Uptime: up 21 minutes | CPU Load: 41.46% | Memory Usage: 31.21% | CPU Temperature: 56.66 °C
Uptime: up 21 minutes | CPU Load: 41.71% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 21 minutes | CPU Load: 50.00% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 21 minutes | CPU Load: 44.76% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
Uptime: up 21 minutes | CPU Load: 43.53% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 21 minutes | CPU Load: 43.87% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 21 minutes | CPU Load: 52.53% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 21 minutes | CPU Load: 41.82% | Memory Usage: 31.21% | CPU Temperature: 56.66 °C
Uptime: up 21 minutes | CPU Load: 44.69% | Memory Usage: 31.10% | CPU Temperature: 55.00 °C
Uptime: up 21 minutes | CPU Load: 44.86% | Memory Usage: 31.10% | CPU Temperature: 55.55 °C
Uptime: up 21 minutes | CPU Load: 42.54% | Memory Usage: 31.10% | CPU Temperature: 56.11 °C
Uptime: up 21 minutes | CPU Load: 34.62% | Memory Usage: 31.16% | CPU Temperature: 54.44 °C
Uptime: up 21 minutes | CPU Load: 11.34% | Memory Usage: 27.89% | CPU Temperature: 52.77 °C
Uptime: up 21 minutes | CPU Load: 41.02% | Memory Usage: 31.21% | CPU Temperature: 57.77 °C
Uptime: up 21 minutes | CPU Load: 37.23% | Memory Usage: 31.16% | CPU Temperature: 54.44 °C
Uptime: up 21 minutes | CPU Load: 45.87% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 21 minutes | CPU Load: 40.27% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
Uptime: up 21 minutes | CPU Load: 42.59% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 21 minutes | CPU Load: 41.15% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 21 minutes | CPU Load: 48.74% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 21 minutes | CPU Load: 42.30% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 21 minutes | CPU Load: 46.19% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 21 minutes | CPU Load: 41.51% | Memory Usage: 31.21% | CPU Temperature: 56.66 °C
Uptime: up 21 minutes | CPU Load: 51.10% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 21 minutes | CPU Load: 44.78% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
Uptime: up 22 minutes | CPU Load: 47.88% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
Uptime: up 22 minutes | CPU Load: 44.48% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
Uptime: up 22 minutes | CPU Load: 44.50% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
Uptime: up 22 minutes | CPU Load: 38.76% | Memory Usage: 31.21% | CPU Temperature: 55.55 °C
Uptime: up 22 minutes | CPU Load: 12.46% | Memory Usage: 27.94% | CPU Temperature: 52.77 °C
Uptime: up 22 minutes | CPU Load: 27.06% | Memory Usage: 31.05% | CPU Temperature: 55.00 °C
Uptime: up 22 minutes | CPU Load: 36.20% | Memory Usage: 31.05% | CPU Temperature: 54.44 °C
Uptime: up 22 minutes | CPU Load: 41.92% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
Uptime: up 22 minutes | CPU Load: 45.29% | Memory Usage: 31.00% | CPU Temperature: 56.11 °C
Uptime: up 22 minutes | CPU Load: 42.62% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
Uptime: up 22 minutes | CPU Load: 39.73% | Memory Usage: 31.00% | CPU Temperature: 56.11 °C
Uptime: up 22 minutes | CPU Load: 51.76% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
Uptime: up 22 minutes | CPU Load: 43.73% | Memory Usage: 31.00% | CPU Temperature: 55.55 °C
Uptime: up 22 minutes | CPU Load: 44.86% | Memory Usage: 30.95% | CPU Temperature: 55.55 °C
Uptime: up 22 minutes | CPU Load: 44.30% | Memory Usage: 31.05% | CPU Temperature: 56.66 °C
Uptime: up 22 minutes | CPU Load: 57.00% | Memory Usage: 31.00% | CPU Temperature: 57.77 °C
Uptime: up 22 minutes | CPU Load: 46.21% | Memory Usage: 31.05% | CPU Temperature: 56.66 °C
Uptime: up 22 minutes | CPU Load: 45.79% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
Uptime: up 22 minutes | CPU Load: 44.33% | Memory Usage: 31.00% | CPU Temperature: 56.11 °C
Uptime: up 22 minutes | CPU Load: 44.01% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
Uptime: up 22 minutes | CPU Load: 38.34% | Memory Usage: 31.05% | CPU Temperature: 54.44 °C
Uptime: up 22 minutes | CPU Load: 14.12% | Memory Usage: 31.05% | CPU Temperature: 52.22 °C
Uptime: up 22 minutes | CPU Load: 28.16% | Memory Usage: 30.95% | CPU Temperature: 55.55 °C
Uptime: up 22 minutes | CPU Load: 30.87% | Memory Usage: 31.05% | CPU Temperature: 56.11 °C
Uptime: up 22 minutes | CPU Load: 40.95% | Memory Usage: 31.05% | CPU Temperature: 54.44 °C
Uptime: up 22 minutes | CPU Load: 43.07% | Memory Usage: 31.05% | CPU Temperature: 56.11 °C
Uptime: up 22 minutes | CPU Load: 42.50% | Memory Usage: 31.05% | CPU Temperature: 56.11 °C
Uptime: up 22 minutes | CPU Load: 42.64% | Memory Usage: 31.00% | CPU Temperature: 55.55 °C
Uptime: up 23 minutes | CPU Load: 52.19% | Memory Usage: 31.05% | CPU Temperature: 56.11 °C
Uptime: up 23 minutes | CPU Load: 44.67% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: up 23 minutes | CPU Load: 47.23% | Memory Usage: 31.05% | CPU Temperature: 56.11 °C
Uptime: up 23 minutes | CPU Load: 38.76% | Memory Usage: 31.00% | CPU Temperature: 57.22 °C
Uptime: up 23 minutes | CPU Load: 52.10% | Memory Usage: 31.05% | CPU Temperature: 56.66 °C
Uptime: up 23 minutes | CPU Load: 42.13% | Memory Usage: 31.10% | CPU Temperature: 56.66 °C
Uptime: up 23 minutes | CPU Load: 47.21% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
Uptime: up 23 minutes | CPU Load: 42.71% | Memory Usage: 31.00% | CPU Temperature: 56.11 °C
Uptime: up 23 minutes | CPU Load: 42.88% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
Uptime: up 23 minutes | CPU Load: 39.93% | Memory Usage: 31.00% | CPU Temperature: 56.11 °C
Uptime: up 23 minutes | CPU Load: 12.14% | Memory Usage: 31.05% | CPU Temperature: 52.77 °C
Uptime: up 23 minutes | CPU Load: 27.84% | Memory Usage: 31.10% | CPU Temperature: 55.55 °C
Uptime: up 23 minutes | CPU Load: 32.72% | Memory Usage: 31.05% | CPU Temperature: 55.55 °C
Uptime: up 23 minutes | CPU Load: 41.79% | Memory Usage: 31.05% | CPU Temperature: 55.55 °C
Uptime: up 23 minutes | CPU Load: 49.83% | Memory Usage: 31.05% | CPU Temperature: 55.55 °C
Uptime: up 23 minutes | CPU Load: 52.96% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
